users,arm,seeds,coverage,regime,host_retention,retention_n,retention_after_empty,empty_first_post_hosts,repeat_rate,tandems_per_user,zero_joiner_rate,surviving_host_fraction,host_gini,deck_relevance,impressions,joins,completions,repeats,se_hostRetention,se_retentionAfterEmpty,se_repeatRate,se_zeroJoinerRate,se_survivingHostFraction,se_hostGini,se_deckRelevance,se_tandemsPerUser
600,ranker_repaired,24,0.000,0.000,0.971870,600,0.796801,31,0.317550,14.824861,0.031132,0.727917,0.364926,0.136386,316791,18819,8895,2825,0.001310,0.013985,0.001460,0.000720,0.003912,0.001717,0.000309,0.075175
