users,arm,seeds,coverage,regime,host_retention,retention_n,retention_after_empty,empty_first_post_hosts,repeat_rate,tandems_per_user,zero_joiner_rate,surviving_host_fraction,host_gini,deck_relevance,impressions,joins,completions,repeats,se_hostRetention,se_retentionAfterEmpty,se_repeatRate,se_zeroJoinerRate,se_survivingHostFraction,se_hostGini,se_deckRelevance,se_tandemsPerUser
600,ranker_repaired,24,0.000,0.000,0.881597,600,0.768761,271,0.416027,17.096181,0.222308,0.293472,0.725427,0.127002,316870,18574,10258,4269,0.002934,0.004912,0.001980,0.001045,0.002913,0.001818,0.000345,0.093006
