users,arm,seeds,coverage,regime,host_retention,retention_n,retention_after_empty,empty_first_post_hosts,repeat_rate,tandems_per_user,zero_joiner_rate,surviving_host_fraction,host_gini,deck_relevance,impressions,joins,completions,repeats,se_hostRetention,se_retentionAfterEmpty,se_repeatRate,se_zeroJoinerRate,se_survivingHostFraction,se_hostGini,se_deckRelevance,se_tandemsPerUser
600,ranker_repaired,24,0.000,0.000,0.944161,600,0.799138,102,0.376298,15.509861,0.114575,0.552569,0.447852,0.134658,316773,19332,9306,3503,0.001922,0.010160,0.001666,0.001100,0.003953,0.002461,0.000361,0.079057
